profile_id,total_trades,winning_trades,losing_trades,total_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,profit_factor,win_rate,avg_win,avg_loss,avg_rr,max_consecutive_losses,total_days,trades_per_day,starting_equity,ending_equity,window,window_range,tournament_score
omni_breakout|conservative_ramp|dual_timeframe|equal_split|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|dual_timeframe|adaptive_tranche|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|risk_free_runner|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|no_pyramid|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|momentum_confirmed|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|inverse_pyramid|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|front_loaded|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|equal_split|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|close_confirmation|adaptive_tranche|chandelier|day_of_week|US100.cash,409,144,265,-5114.516966428408,5535.609455714133,0.05512397165271577,-3.0303026689954318,0.603795471953677,0.35207823960880197,54.12682449900868,48.71237620485154,1.111151389359197,11,980,0.4173469387755102,100000.0,94885.48303357157,2.5y,2024-01-01_to_2026-09-09,-0.7923853726176678
omni_breakout|conservative_ramp|momentum_threshold|risk_free_runner|chandelier|day_of_week|US100.cash,404,141,263,-5147.872771428382,5333.030187856828,0.05323173936523963,-3.262059641675977,0.5859323867336754,0.349009900990099,51.663631854103784,47.27165347093922,1.0929093454677776,12,980,0.4122448979591837,100000.0,94852.12722857171,2.5y,2024-01-01_to_2026-09-09,-0.792532226340225
omni_breakout|conservative_ramp|momentum_threshold|no_pyramid|chandelier|day_of_week|US100.cash,404,141,263,-5147.872771428382,5333.030187856828,0.05323173936523963,-3.262059641675977,0.5859323867336754,0.349009900990099,51.663631854103784,47.27165347093922,1.0929093454677776,12,980,0.4122448979591837,100000.0,94852.12722857171,2.5y,2024-01-01_to_2026-09-09,-0.792532226340225
omni_breakout|conservative_ramp|momentum_threshold|momentum_confirmed|chandelier|day_of_week|US100.cash,404,141,263,-5147.872771428382,5333.030187856828,0.05323173936523963,-3.262059641675977,0.5859323867336754,0.349009900990099,51.663631854103784,47.27165347093922,1.0929093454677776,12,980,0.4122448979591837,100000.0,94852.12722857171,2.5y,2024-01-01_to_2026-09-09,-0.792532226340225
omni_breakout|conservative_ramp|momentum_threshold|inverse_pyramid|chandelier|day_of_week|US100.cash,404,141,263,-5147.872771428382,5333.030187856828,0.05323173936523963,-3.262059641675977,0.5859323867336754,0.349009900990099,51.663631854103784,47.27165347093922,1.0929093454677776,12,980,0.4122448979591837,100000.0,94852.12722857171,2.5y,2024-01-01_to_2026-09-09,-0.792532226340225
